index,review_id,image,image_basename,target,gold_status,prompt_status,combined_status,prompt_correct,combined_correct,case_tags,path_best_evidence,ocr_score,ocr_text,ocr_conf,ambiguity_level,manual_notes
33,33,vsgui10k-images/641719.png,641719.png,Disclaimer of Privacy,present,present,present,1,1,both_correct,0.008662267804533531,0.8571428571428571,of Disclaimer Privacy,96.22664133333335,low,auto_prefilled_present_verify_if_used
34,34,vsgui10k-images/917a4f.png,917a4f.png,see plans,present,present,present,1,1,both_correct,0.5064979406257598,0.3225806451612903,Add languages 12 to up,92.4738172,low,auto_prefilled_present_verify_if_used
35,35,vsgui10k-images/52658e.png,52658e.png,Alert Location,present,present,present,1,1,both_correct,0.06985748263577149,1.0,Alert Location,96.54070250000001,low,auto_prefilled_present_verify_if_used
36,36,vsgui10k-images/1a2169.png,1a2169.png,Find new friends!,present,present,present,1,1,both_correct,0.6036228692000905,0.41025641025641024,a friend Search name €,88.55074019999999,low,auto_prefilled_present_verify_if_used
37,37,vsgui10k-images/71a0b1.png,71a0b1.png,favorite,present,present,present,1,1,both_correct,0.7408306444086228,1.0,favorite,96.400391,low,auto_prefilled_present_verify_if_used
38,38,vsgui10k-images/215727.png,215727.png,iExit,present,present,absent,1,0,prompt_correct_combined_wrong;new_present_false_absent,0.1768869921462716,0.1935483870967742,What would like do? to you,96.37833533333333,low,auto_prefilled_present_verify_if_used
39,39,vsgui10k-images/4cd989.png,4cd989.png,Set this as default center,present,present,present,1,1,both_correct,0.5876983263923883,0.43243243243243246,"order the best ask give experience, In to you we",96.6035478,low,auto_prefilled_present_verify_if_used
40,40,vsgui10k-images/a11833.png,a11833.png,Normal,present,present,present,1,1,both_correct,0.05146959664768221,1.0,Normal,96.463722,low,auto_prefilled_present_verify_if_used
41,41,vsgui10k-images/37cecc.png,37cecc.png,NFC tag on,present,present,present,1,1,both_correct,0.43998645439561596,0.7,NFC On Tag,95.03318033333333,low,auto_prefilled_present_verify_if_used
42,42,vsgui10k-images/0db596.png,0db596.png,Lova animals,present,present,present,1,1,both_correct,0.803865244895429,0.45454545454545453,Aviomals o,45.6056175,low,auto_prefilled_present_verify_if_used
43,43,vsgui10k-images/af49df.png,af49df.png,start,present,present,present,1,1,both_correct,0.730675958289334,0.16216216216216217,and recall words Repeat your new,96.58138000000001,low,auto_prefilled_present_verify_if_used
44,44,vsgui10k-images/a8e85c.png,a8e85c.png,GLAUCOMA AWARENESS,present,present,present,1,1,both_correct,0.7283826118793786,0.5,AWARENESS,96.429352,low,auto_prefilled_present_verify_if_used
45,45,vsgui10k-images/ea4596.png,ea4596.png,Google,present,present,present,1,1,both_correct,0.40056616462953004,0.3076923076923077,YouTube,96.734436,low,auto_prefilled_present_verify_if_used
46,46,vsgui10k-images/9dd93b.png,9dd93b.png,Travels,present,present,present,1,1,both_correct,0.6985546885365318,0.26666666666666666,lections,57.268814,low,auto_prefilled_present_verify_if_used
47,47,vsgui10k-images/46e638.png,46e638.png,Invite friends,present,present,present,1,1,both_correct,0.43213436248381343,0.48,with Invite,96.93132,low,auto_prefilled_present_verify_if_used
48,48,vsgui10k-images/b908c7.png,b908c7.png,Family Law,present,present,present,1,1,both_correct,0.031043527128495223,1.0,Family Law,91.016045,low,auto_prefilled_present_verify_if_used
49,49,vsgui10k-images/37ad54.png,37ad54.png,Tool settings,present,present,present,1,1,both_correct,0.024225850380993202,1.0,Tool Settings,95.696426,low,auto_prefilled_present_verify_if_used
50,50,vsgui10k-images/a7c147.png,a7c147.png,help,absent,absent,absent,1,1,both_correct,0.0,0.4,th fle,76.764664,low,no help/support link visible on eToro landing page
51,51,vsgui10k-images/0a0c95.png,0a0c95.png,settings,absent,absent,absent,1,1,both_correct,0.061996142181596305,0.6,GAS STATIONS,96.242516,low,gas station list has no settings control visible
52,52,vsgui10k-images/912a36.png,912a36.png,checkout,absent,absent,absent,1,1,both_correct,0.01029971341285762,0.43478260869565216,"Help & Contact,",85.59527333333334,low,eBay home page is not a cart/checkout view
53,53,vsgui10k-images/3766a5.png,3766a5.png,save,absent,absent,absent,1,1,both_correct,0.04531452420850044,0.2857142857142857,CSS,64.945801,medium,gesture control panel shows edit/delete but no save button visible
54,54,vsgui10k-images/dd9efb.png,dd9efb.png,search,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.028069892855846088,0.4,Uber,96.692238,low,app recommendations screen has no search field visible
55,55,vsgui10k-images/42c444.png,42c444.png,skip,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.00943468583410072,0.16666666666666666,Continue,96.377747,low,onboarding ad only shows Continue
56,56,vsgui10k-images/aff2b7.png,aff2b7.png,sign in,absent,absent,absent,1,1,both_correct,0.0,0.3076923076923077,Gender,96.822655,low,profile setup form has no sign-in option visible
57,57,vsgui10k-images/73d5d7.png,73d5d7.png,log in,absent,absent,absent,1,1,both_correct,0.006869345718167963,0.5,li,64.294647,low,library homepage has no login/sign-in control visible
58,58,vsgui10k-images/1d0e96.png,1d0e96.png,history,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.0,0.2222222222222222,Lt,56.680862,low,calculator overlay has no history control visible
59,59,vsgui10k-images/251672.png,251672.png,admissions,absent,absent,absent,1,1,both_correct,0.045167564318070855,0.5,[Academics,79.31633,low,physics department page has no admissions link visible
60,60,vsgui10k-images/9efc81.png,9efc81.png,checkout,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.1981835499840779,0.4,log account or in,85.083664,medium,game item store page has search/order fields but no checkout button visible
61,61,vsgui10k-images/1b984b.png,1b984b.png,search,absent,absent,absent,1,1,both_correct,0.09766491137300884,0.4,sane,41.409534,low,task manager has no search field visible
62,62,vsgui10k-images/48a5a0.png,48a5a0.png,settings,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.012092094871832056,0.2564102564102564,| ID) sae 710| Tal. | Gs | | Gl,58.8387521,low,email client view has no settings control visible
63,63,vsgui10k-images/da36d4.png,da36d4.png,baggage,absent,absent,absent,1,1,both_correct,0.1255326056455515,0.2857142857142857,Takeoff,95.940659,low,flight details page has no baggage option visible
64,64,vsgui10k-images/55d16d.png,55d16d.png,warranty,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.00571828481389401,0.4,aa,42.251328,low,product page has no warranty link visible
65,65,vsgui10k-images/02622b.png,02622b.png,tickets,absent,absent,absent,1,1,both_correct,0.0037948166718487384,0.375,Watchlist,92.244713,medium,IMDb trailer page has no ticket/booking control visible
66,66,vsgui10k-images/b3acff.png,b3acff.png,subscribe,absent,absent,absent,1,1,both_correct,0.051197181732791995,0.3333333333333333,rel,69.294022,medium,news homepage has no subscribe button visible
67,67,vsgui10k-images/003eb9.png,003eb9.png,settings,absent,absent,absent,1,1,both_correct,0.004182068921509975,0.5,Stranger,96.260956,low,chat screen has no settings control visible
68,68,vsgui10k-images/229d89.png,229d89.png,rotate,absent,absent,absent,1,1,both_correct,0.04803984863172208,0.4,Save,93.633377,low,image viewer toolbar lacks rotate control
69,69,vsgui10k-images/7caa99.png,7caa99.png,settings,absent,absent,absent,1,1,both_correct,0.10125244359584461,0.46153846153846156,Sears,43.483841,low,TuneIn library screen has no settings control visible
70,70,vsgui10k-images/74db3f.png,74db3f.png,search,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.10648003001660754,0.4166666666666667,Seleccionar ciudad,96.2039335,low,city selector has no search field visible
71,71,vsgui10k-images/c75d3f.png,c75d3f.png,settings,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.03576924352238845,0.4,EQUINOX,95.298645,low,menstrual cycle page has no settings control visible
72,72,vsgui10k-images/6e2c8e.png,6e2c8e.png,watchlist,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.07406186661007441,0.375,Western,93.643318,low,genres screen has no watchlist target visible
73,73,vsgui10k-images/eb34f4.png,eb34f4.png,sleep timer,absent,absent,absent,1,1,both_correct,0.0029112435924870095,0.375,Sport,86.441475,low,playlist app has no sleep timer control visible
74,74,vsgui10k-images/bbd445.png,bbd445.png,shopping,absent,absent,absent,1,1,both_correct,0.0,0.5454545454545454,sin,61.810257,medium,Bing home page has search but no shopping link visible
75,75,vsgui10k-images/c00ba0.png,c00ba0.png,search,absent,absent,absent,1,1,both_correct,0.003182715621423234,0.5,rh,39.090332,low,TV video menu has no search control visible
76,76,vsgui10k-images/2f5041.png,2f5041.png,download app,absent,absent,absent,1,1,both_correct,0.00946128757334958,0.23529411764705882,Service Not in Area or,96.10097799999998,medium,HBO Max region error page has no app download control visible
77,77,vsgui10k-images/b0c3be.png,b0c3be.png,download,absent,absent,absent,1,1,both_correct,0.014031501478567476,0.3333333333333333,Discover GNOME 3,95.56171166666667,medium,GNOME homepage has no explicit download button visible
78,78,vsgui10k-images/8e0c5b.png,8e0c5b.png,format cells,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.006973480711369296,0.5,alls,63.172531,medium,spreadsheet filter menu has no format-cells option visible
79,79,vsgui10k-images/091ab0.png,091ab0.png,privacy policy,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.07282755442951222,0.3870967741935484,Drink Volume Unit,96.396777,low,settings page has no privacy-policy item visible
80,80,vsgui10k-images/71e30d.png,71e30d.png,contact,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.06108380171139307,0.3333333333333333,ABOUT,95.625786,low,bike page nav has no contact link visible
81,81,vsgui10k-images/66058d.png,66058d.png,weather,absent,absent,absent,1,1,both_correct,0.006270559132103859,0.4444444444444444,The HARINGE,92.6234475,low,news homepage has no weather link visible
82,82,vsgui10k-images/5dbe49.png,5dbe49.png,help,absent,absent,absent,1,1,both_correct,0.06719556419991492,0.25,Free License,95.144028,low,VPN app has no help/support button visible
83,83,vsgui10k-images/c3709c.png,c3709c.png,settings,absent,absent,absent,1,1,both_correct,0.0006045944596143844,0.5454545454545454,tig,51.137318,low,flight simulator view has no settings control visible
84,84,vsgui10k-images/538c08.png,538c08.png,help,absent,absent,absent,1,1,both_correct,0.22584590537266797,0.3333333333333333,al,59.477852,low,classifieds page has no help link visible
85,85,vsgui10k-images/58033d.png,58033d.png,skip,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.004572429243151393,0.2857142857142857,Ke),62.280304,low,video ad dialog has no skip control visible
86,86,vsgui10k-images/be0882.png,be0882.png,settings,absent,absent,absent,1,1,both_correct,0.04487321833133056,0.3076923076923077,Space,96.549202,low,search overlay has no settings control visible
87,87,vsgui10k-images/ead495.png,ead495.png,pricing,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.0023343481329581597,0.375,PDF in si,62.43568033333333,low,PDF tools homepage has no pricing link visible
88,88,vsgui10k-images/b8c70a.png,b8c70a.png,settings,absent,present,present,0,0,both_wrong;kept_absent_false_present,0.24621813941149628,0.5714285714285714,Trains,96.312523,low,travel bus search page has no settings visible
89,89,vsgui10k-images/909a4f.png,909a4f.png,dealer locator,absent,absent,absent,1,1,both_correct,0.12174872603401689,0.5142857142857142,vehicle applications.,86.89617949999999,medium,automotive supplier homepage has no dealer locator visible
90,90,vsgui10k-images/1eb64a.png,1eb64a.png,settings,absent,absent,absent,1,1,both_correct,0.06229914372223528,0.4,s Start,87.7938535,low,search alert screen has no settings visible
91,91,vsgui10k-images/42941c.png,42941c.png,contact us,absent,absent,absent,1,1,both_correct,0.08546611245693486,0.375,Nicola,95.386642,low,Guardian homepage has no contact link visible
92,92,vsgui10k-images/2f0568.png,2f0568.png,log in,absent,absent,absent,1,1,both_correct,0.01237768525079061,0.43478260869565216,‘to dealmaking in,76.30825533333332,low,EBDGroup page has no login control visible
93,93,vsgui10k-images/27b0cb.png,27b0cb.png,cart,absent,absent,absent,1,1,both_correct,0.0,0.4,A,52.54673,low,eyewear landing page has no cart icon/button visible
94,94,vsgui10k-images/d59f99.png,d59f99.png,tuition,absent,absent,absent,1,1,both_correct,0.01175492415944112,0.4444444444444444,IN,96.792755,medium,university admissions page has no tuition link visible
95,95,vsgui10k-images/840bb8.png,840bb8.png,settings,absent,absent,absent,1,1,both_correct,0.025387167519008547,0.20689655172413793,Leternel Beni soit 54,94.108202,low,list/search app has no settings control visible
96,96,vsgui10k-images/1e79f1.png,1e79f1.png,size guide,absent,absent,absent,1,1,both_correct,0.0930610794195204,0.35294117647058826,WEBSITE,96.182549,medium,fashion landing page has no size-guide link visible
97,97,vsgui10k-images/33eb5e.png,33eb5e.png,help,absent,absent,absent,1,1,both_correct,0.06120303463872362,0.2222222222222222,Photo,88.490028,low,camera/gallery app start screen has no help control visible
98,98,vsgui10k-images/591218.png,591218.png,skip,absent,present,absent,0,1,prompt_wrong_combined_correct;absent_false_present_corrected,0.0168643265436524,0.3333333333333333,Ko,56.346935,low,fitness ad has no skip control visible
99,99,vsgui10k-images/f717f5.png,f717f5.png,settings,absent,absent,absent,1,1,both_correct,0.15852789645257426,0.2926829268292683,"Today, I'm Let's to travel. going",83.00294183333334,low,labels/calendar screen has no settings control visible
